# timestamp,observer_id,node_id,errormessage
1537482613.0002480,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002515,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002365,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002450,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002485,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002440,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002455,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002475,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002500,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002645,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002580,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002415,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002490,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002645,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002690,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002355,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002305,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002545,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002550,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002395,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002500,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002535,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002715,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002685,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002500,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002580,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002415,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002430,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002375,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002400,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002410,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002525,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002645,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002505,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002515,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002525,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002575,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002695,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002390,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002420,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002380,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002475,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002395,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002460,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002430,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002665,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002505,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002505,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002440,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002455,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002450,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002590,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002360,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002475,33,33, Missing tracing events: PinLevels(hex) : 0x0
